,Spreadsheet maintain by HTMAG community - join discord to discuss and contribute https://howtomarketagame.com/,,,,,,,,,,,
,OPEN,CLOSING SOON!,LAST DAY!,,,,,,,,,
Festival,Type,When,Deadline (YYYY-MM-DD),Submission Open,Price,Steam page,"Was it worth the price?
Golden Joysticks Awards,Digital Awards,November,TBA,FALSE,???,Yes,???,Curated event,https://www.gamesradar.com/golden-joystick-awards/,https://store.steampowered.com/sale/goldenjoystickawards2020,#VALUE!,#VALUE!
The Games Awards Festival,Digital Awards,December,TBA,FALSE,???,"Yes, featuring???",???,Curated event.,https://thegameawards.com/festivals,https://store.steampowered.com/sale/thegameawardssale,#VALUE!,#VALUE!
pitchyagame - November,Digital Awards,November,2025-11-07,FALSE,Free,No,???,Event official page: https://beyondthebook.notion.site/,https://pitchyagame.com/,,FALSE,-18
Bafta,Digital Awards,April,2025-11-06,FALSE,£264/£528,???,???,Curated event.,https://www.bafta.org/awards/awards-information/games/,,FALSE,-19
IGF (Independent Games Festival),Digital Awards,March,2025-10-08,FALSE,75$,Yes,Depends,"Curated event, chances to be nomitated are very slim but it is a chance to get your game in front of 300 industry veterans & press.
https://twitter.com/MOOMANiBE/status/1336795306621456384","https://igf.com/igf-competition-rules/
https://igf.com/","https://store.steampowered.com/sale/IGFGDCA2020
https://store.steampowered.com/sale/IGFGDCA2021",FALSE,-48
The Indie Game Awards,Digital Awards,December,2025-09-30,FALSE,???,???,???,"Curated event. ""Games must have launched between November 1st, 2024 and October 31st, 2025 in order to be eligible.""",https://www.indiegameawards.gg/,,FALSE,-56
Horror Game Awards Halloween Showcase,Digital Awards,September,2025-09-23,FALSE,???,???,???,Curated event.,https://docs.google.com/forms/d/e/1FAIpQLScTdH_vL89H9Ys5pMh9t7qD86QNC-JT-ZkqVOomuECbT7j5CA/viewform,,FALSE,-63
pitchyagame - June,Digital Awards,June,2025-06-06,FALSE,Free,No,???,"#PitchYaGame is a voluntary movement showcasing independent video games all across the world; pitched live twice a year, in June and November.",https://pitchyagame.com/,,FALSE,-172
INDIE GAME CONTEST,Digital Awards,November,2025-06-06,FALSE,Free,No,???,"""An internal selection committee at East Games will choose several games to be finalists in the competition.""",https://eastgames.org/indiegamecontest/,,FALSE,-172
The Mix Spring,Digital Awards,March,2025-02-07,FALSE,600$,???,???,Curated event.,https://mediaindieexchange.com/,,FALSE,-291
RPG Maker Festival ,Digital Awards,February,2025-01-05,FALSE,Free,Yes,???,Curated event. Games made in RPG maker.,https://docs.google.com/forms/d/e/1FAIpQLSej5ngAlZiC4cTRDIoCV8XuCEx4JUiveyny4z7SuGsnxRg5Sw/viewform,,FALSE,-324
Debug Indie Game Awards,Digital Awards,December,2024-12-17,FALSE,???,???,???,Curated event. Awards,https://www.teamdebug.com/awards,,FALSE,-343
Raid Survivor Festival,Digital Awards,September,2024-09-14,FALSE,Free,???,???,"Curated event. Raid Survivor Festival is a Steam event hosted by 101XP, featuring exclusively a special genre of Survivors-like Bullet Hell games.",https://docs.google.com/forms/d/e/1FAIpQLSfpyZ2eUpTCVCbps0T0AeGfU6Ip1dfGej5GtmNNDsIQjfLRVw/viewform,,FALSE,-437
GWB Game Awards,Digital Awards,November,2024-07-15,FALSE,Free,Yes,Free,"Curated event. Awards. The GWB Game Awards is open to all indie game development teams worldwide - there is no restriction on the personal or corporate identity of the competitors. Participation is 100% free and GWB will never ask for money in exchange for registration, a trophy or prize distribution.",https://gameinstitute.tencent.com/awards2024,,FALSE,-498
indiePlay-China,Digital Awards,November,2024-07-14,FALSE,Free,???,???,Curated event.,https://gmhub.com/special/indieplay2024,,FALSE,-499
Indie Cup,Digital Awards,September,2024-05-19,FALSE,Free,Yes,Yes,Curated event. Last edition didn't got steam featuring.,https://indiecup.net/en/,https://store.steampowered.com/sale/indiecup,FALSE,-555
The Time Masters Festival,Digital Awards,June,2024-05-15,FALSE,Free,Yes,???,Time Masters is a festival created by Bright Gambit aimed to celebrate Time Loop and Time related video games on Steam,https://docs.google.com/forms/d/e/1FAIpQLSdIerednJUx08jL7PuHVDoTPzmIdxsWQejgEMGCbiISGD9qfw/viewform,,FALSE,-559
Dreamhack Beyond Game Awards,Digital Awards,December,2023-12-08,FALSE,Free,Yes,Free,"""Join us in celebrating the best games on Steam that have been release in the last 12 months, and look forward with anticipation at the most promising titles coming in the next 12!""",https://dreamhack.typeform.com/2023GameAwards,https://store.steampowered.com/sale/DreamHackBeyondGameAwards2023,FALSE,-718
Colors Of Indie,Digital Awards,November,2023-11-12,FALSE,Free,???,???,"Curated event. ""Every indie dev who is working on a game that won't be released before November 30, 2023 on a small budget can participate"", ""we're trying to especially promote and support diversity in games or the industry""",https://www.mooneyestudios.com/colorsofindie,,FALSE,-744
Czech & Slovak Games Week,Digital Awards,November,2022-09-18,FALSE,Free,"Yes, featuring",Yes,Curated event for games from Czech & Slovakia,"https://gda.cz/
https://sgda.sk/",https://store.steampowered.com/sale/CZSKGamesWeek2021,FALSE,-1164
DevGAMM - Spring,Digital Awards,May,2021-10-01,FALSE,Around 100$,No (recent editions),On the Fence,"Curated even, organizers request lots of game keys, has some small streaming coverage. Some supporting activities like game review by professional designers, marketers. Recent editions didn't have steam page with featuring.",https://devgamm.com/,https://store.steampowered.com/sale/devgamm,FALSE,-1516
DevGAMM - Autumn,Digital Awards,November,2021-10-01,FALSE,Around 100$,No (recent editions),On the Fence,"Curated even, organizers request lots of game keys, has some small streaming coverage. Some supporting activities like game review by professional designers, marketers. Recent editions didn't have steam page with featuring.",https://devgamm.com/,https://store.steampowered.com/sale/devgamm,FALSE,-1516
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
,,,,FALSE,,,,,,,FALSE,-45986
